Endurance_meters,Sprint10m_seconds,Flying20m_seconds,Agility_seconds,CMJ_cm,Squat_BW_multiple,StrengthBW_multiple,BodyFat_percent,PlayerPosition,TrainingStatus,FitnessOutput
1413.7,1.99,2.801,10.15,64.2,1.41,1.34,15.1,GK,Not Completed,Unfit
1353.2,1.887,2.932,10.047,57.5,1.69,1.52,15.3,DF,Partial,Unfit
1476.5,1.85,2.849,9.561,47.2,1.82,1.53,10.2,DF,Partial,Unfit
1210.8,1.867,3.11,9.74,69,1.07,1.38,10.6,DF,Partial,Unfit
1148.7,1.897,2.2,10.086,45.6,1.91,11.1,11.4,DF,Completed,Unfit
1359.7,18.85,2.789,9.142,69,1.59,1.41,13,GK,Completed,Fit
951.9,1.916,3.228,10.716,60.6,1.34,1.26,10.2,FW,Completed,Unfit
772.9,1.963,2.896,8.907,54.1,1.99,1.61,13.4,FW,Completed,Unfit
1347.5,1.807,2.689,9.697,52,1.46,1.12,10.8,GK,Completed,Unfit
1296.9,1.687,2.665,9.713,63,1.62,1.16,7.6,DF,Not Completed,Unfit
831.7,1.777,2.56,9.619,40.9,1.17,1.4,8.5,MF,Not Completed,Unfit
784.7,1.823,2.755,9.721,65.7,1.76,1.52,7.4,FW,Partial,Unfit
1083.5,2.227,2.569,8.761,50.2,1.23,1.34,12.9,DF,Completed,Unfit
1546.6,1.905,2.521,9.317,54.4,1.04,1.1,6,MF,Partial,Unfit
1047.6,1.751,3.495,9.777,467,1.68,0.9,13.4,MF,Completed,Unfit
1376.8,1.905,2.833,10.56,64,1.92,0.92,4.7,MF,Not Completed,Unfit
975.6,1.959,2.941,10.262,66.4,1.78,0.99,8.2,DF,Completed,Unfit
1760.7,1.973,2.788,8.585,57.6,2,1.32,12.4,DF,Completed,Fit
1157.4,1.772,3.121,9.62,56.6,1.76,1.91,5.1,GK,Completed,Unfit
1219.9,1.992,2.785,8.783,44.6,1.82,1.57,10,FW,Not Completed,Unfit
1006.6,,3.068,10.382,80.4,1.69,1.17,6.7,DF,Not Completed,Unfit
1359.5,2.071,3.126,10.105,51.3,2,1.26,13.8,MF,Not Completed,Unfit
1361.4,2.082,2.742,,74.9,2.32,1.32,10.6,FW,Partial,Unfit
1056.5,1.982,3.207,9.41,57,1.76,1.48,7.3,MF,Partial,Unfit
1335.4,1.89,3.083,10.384,56.3,2.01,0.89,9.7,FW,Completed,Unfit
1574.2,2.024,2.901,9.865,60.2,1.51,1.5,12.8,FW,Completed,Unfit
1379.5,1.966,3.432,9.916,36.5,1.54,1.44,11.7,GK,Partial,Unfit
1124,1.944,2.916,10.742,66.5,1.75,1.09,12.6,FW,Partial,Unfit
1576.9,1.99,3.184,9.668,40.4,1.89,1.33,9.4,GK,Completed,Unfit
1727.1,1.722,3.013,9.635,62.2,1.68,1.29,9.2,FW,Not Completed,Fit
1270.5,1.94,2.76,8.587,56.3,1.94,1.48,5.9,FW,Completed,Fit
1878.8,1.9,2.958,9.103,53.8,1.94,1.32,12.6,DF,Not Completed,Fit
1205.8,1.911,2.868,9.078,58,2.38,1.51,8.7,MF,Completed,Fit
1542.9,,2.784,8.571,45.6,1.69,1.89,11.2,GK,Partial,Unfit
1015.2,1.72,3.269,10.963,,1.69,1.8,4.9,GK,Completed,Unfit
968.9,2.076,3.19,10.428,59.2,1.6,1.13,13.1,GK,Completed,Unfit
1179.6,1.945,2.935,9.332,51.9,1.58,1.2,6.9,FW,Not Completed,Fit
1702.5,1.749,2.946,10.674,454,1.7,1.7,11,FW,Partial,Unfit
1288.6,1.782,2.788,8.405,43,1.19,1.53,14.4,MF,Partial,Unfit
,1.957,2.599,8.89,58.9,1.47,1.46,12.3,FW,Not Completed,Fit
1326.6,1.921,2.82,8.926,66.9,2.08,1.31,9.4,DF,Not Completed,Fit
947.6,1.941,3.135,10.516,41.3,1.65,1.7,9.9,FW,Not Completed,Unfit
1551.3,1.943,3.394,10.268,58.7,2.08,1.51,4.5,DF,Not Completed,Unfit
1295.2,1.993,2.951,8.793,38.8,1.55,1.44,11.4,GK,Completed,Unfit
1638.7,1.777,2.831,10.064,68.7,2.2,1.33,7.8,DF,Completed,Fit
1470.5,2.045,2.63,9.853,61.7,1.87,1.2,7.7,MF,Not Completed,Unfit
1626.1,1.966,3.021,9.041,45.2,1.54,1.26,10.8,DF,Not Completed,Unfit
926.2,1.945,2.83,9.135,50.7,1.71,1.62,9.7,GK,Completed,Unfit
1860.3,1.847,2.823,9.588,50.7,2.16,1.71,10.1,GK,Not Completed,Fit
1599.6,2.071,3.287,9.482,,1.29,1.84,14.6,MF,Completed,Unfit
1178,1.661,2.862,9.332,52.6,1.5,1.43,11.7,MF,Completed,Fit
1336.4,1.873,2.613,9.364,53.6,1.72,1.32,10.2,FW,Completed,Fit
1447.6,2.005,,9.807,49,1.07,1.56,5.4,MF,Completed,Unfit
1176.3,1.917,2.988,9.392,55.3,1.46,1.61,7.5,DF,Completed,Fit
1325.9,1.951,2.895,9.481,63.3,1.97,1.43,10.7,DF,Partial,Fit
1036.1,1.991,2.904,9.961,62.3,1.74,1.42,5.3,FW,Completed,Fit
987.3,1.951,2.817,9.216,50.3,1.13,1.61,6,DF,Completed,Unfit
1292.2,1.826,2.341,8.7,60.6,2.29,1.01,6.2,FW,Partial,Unfit
749.7,2.135,2.493,9.357,59.1,2.21,1.62,5.8,GK,Completed,Unfit
1470.2,18.58,3.084,8.005,30.8,1.65,1.16,7.4,GK,Completed,Unfit
1060.3,2.001,2.985,10.669,,1.54,1.67,6.6,MF,Not Completed,Unfit
1535.5,1.828,2.885,9.169,50.9,1.84,1.62,4.6,GK,Partial,Fit
1168.1,1.775,2.997,11.082,52.8,0.93,1.24,10.9,DF,Partial,Unfit
1651.1,1.555,3.349,9.357,53.7,1.44,1.37,6.9,FW,Not Completed,Unfit
1543.5,1.792,3.17,9.246,53.9,2.13,1.44,18.3,GK,Partial,Unfit
1138.5,1.699,,10.441,63.1,1.34,1.13,14,GK,Completed,Unfit
1324.9,2.069,2.734,,52.2,1.8,1.81,4,GK,Partial,Unfit
1632.5,22.17,2.707,10.187,50.3,2.25,1.23,10.4,GK,Not Completed,Unfit
844.3,1.848,2.679,8.987,60.6,1.97,1.16,11.9,FW,Completed,Unfit
1212.7,1.886,3.114,9.522,72.1,1.79,0.95,6.8,GK,Partial,Unfit
1701.4,1.652,2.884,9.071,65.3,1.67,1.19,7.8,GK,Completed,Unfit
1079,1.951,2.75,9.34,61.5,2.01,1.56,12.8,GK,Partial,Fit
1524.4,1.639,2.866,10.292,56.8,2.12,1.6,14.9,DF,Completed,Fit
1308.2,2.153,3.162,9.645,62.5,1.4,1.2,6.5,MF,Completed,Unfit
1183.9,1.62,27.28,8.927,45.9,1.45,1.49,9.5,MF,Partial,Unfit
1066.1,1.825,2.814,10.379,56.5,1.2,1.44,8.3,FW,Completed,Unfit
1670.3,2.187,3.277,10.106,40.7,1.89,1.04,8.9,FW,Not Completed,Unfit
1124.1,1.915,3.128,10.976,62.5,1.43,1.54,15.4,GK,Partial,Unfit
1041.9,2.038,3.03,9.07,60,1.95,1.38,9.9,DF,Not Completed,Unfit
1266.5,1.616,2.505,8.956,67.1,1.72,1.59,8.9,DF,Not Completed,Fit
936.8,2.054,2.864,9.053,64.5,1.7,1.09,9.9,DF,Completed,Unfit
1124,,2.971,,49.8,1.7,1.64,4.4,MF,Not Completed,Unfit
1159.8,2.016,2.6,9.66,68.5,1.95,1.39,5,MF,Completed,Unfit
1381.9,1.914,2.65,9.49,38,1.91,1.02,14.3,GK,Partial,Unfit
1397.3,1.844,3.033,10.034,43.8,1.26,1.38,5.9,FW,Completed,Unfit
1069.6,1.64,3.119,9.391,56.5,1.4,1.55,12.8,FW,Completed,Unfit
1340,1.907,2.925,9.748,39.9,1.82,1.46,8.9,DF,Partial,Unfit
1015.5,1.891,2.906,9.278,75,1.83,1.18,5.5,FW,Completed,Unfit
1443.5,1.908,2.67,10.004,68.1,1.66,1.74,10.3,DF,Partial,Fit
1569.7,1.902,2.975,8.457,48.8,1.73,1.63,9.5,FW,Completed,Unfit
1315.4,1.734,2.509,9.322,38.2,2.25,1.34,12.5,GK,Partial,Unfit
1536.4,,2.916,9.585,63.7,1.75,0.86,9.8,FW,Completed,Unfit
1679.8,1.85,2.464,9.002,78.5,2.08,1.5,12.5,DF,Not Completed,Fit
1100.3,2.002,2.979,9.65,35.4,1.95,2.06,10.7,FW,Completed,Unfit
794.7,1.94,2.774,9.772,36.5,1.63,1.35,10,DF,Completed,Unfit
1108.3,1.877,31.41,9.265,67.5,1.85,1.71,13.3,DF,Completed,Unfit
855.5,1.996,2.7,9.777,33.3,1.05,1.77,5.9,MF,Partial,Unfit
1863.4,1.712,2.369,9.128,65.6,1.84,1.58,12.2,MF,Completed,Fit
1200.2,1.898,2.74,10.007,57.5,1.61,1.56,16.4,DF,Partial,Unfit
971.7,2.045,2.905,8.379,57.4,1.68,1.62,11.2,GK,Completed,Unfit
1385.4,1.878,3.039,9.115,63.1,1.45,1.63,11.3,DF,Not Completed,Fit
1438.2,1.873,2.666,8.71,,1.63,1.85,13.8,MF,Completed,Fit
1515.9,1.85,2.874,8.346,53.7,1.76,1.45,4,GK,Not Completed,Fit
1594.6,2.012,2.908,10.791,48.6,1.89,1.19,9.9,DF,Partial,Unfit
1017.3,1.748,2.752,9.411,51.7,1.61,1.17,13.8,DF,Partial,Unfit
1567.9,1.937,2.691,10.039,36.3,2.15,1.26,10.1,MF,Partial,Unfit
1238.6,2.237,3.231,9.388,46.8,1.92,1.13,13,MF,Completed,Unfit
1012.2,1.558,2.436,8.617,53.7,1.37,1.31,12.9,MF,Partial,Fit
1135.1,1.873,2.74,9.744,48.9,1.02,1.6,10.1,DF,Partial,Unfit
1259.3,1.681,3.205,9.435,45.4,2.06,0.88,8.9,GK,Partial,Unfit
1135.5,1.815,2.603,9.641,48,1.4,1.42,13.8,GK,Partial,Unfit
1277.9,2.028,3.434,10.424,64.3,1.81,1.18,11,MF,Partial,Unfit
1411.9,1.811,2.82,9.252,52.1,1.78,1.7,15.2,GK,Partial,Unfit
1181.3,1.66,2.832,9.617,72,1.3,1.37,12.1,FW,Completed,Unfit
1598.3,1.783,3.1,9.766,51.7,1.49,1.2,10.3,MF,Partial,Unfit
1339.8,1.558,2.738,9.004,72,1.3,1.19,14.5,DF,Completed,Unfit
871.4,1.861,2.799,10.909,59.8,1.91,1.26,5,GK,Partial,Unfit
1245,1.797,3.084,9.291,52.6,2.33,1.27,11.4,FW,Completed,Fit
1052.9,2.011,2.852,9.941,43.1,2.2,1.49,8.7,GK,Completed,Unfit
1399.4,1.79,3.211,9.395,37.2,2.15,1.79,6.2,MF,Completed,Unfit
1531.8,1.651,2.579,91.21,50.8,1.52,1.67,10.8,DF,Completed,Fit
1587.3,1.823,2.532,10.109,65.5,1.4,1.06,10.4,MF,Partial,Unfit
1525.6,1.692,3.24,8.297,47.8,1.64,1.09,9.9,MF,Partial,Unfit
1644.4,2.034,2.538,9.323,67.2,1.14,1.36,9.1,MF,Completed,Unfit
1437,1.908,2.672,9.603,54.4,2.04,1.05,11.9,FW,Partial,Unfit
798.5,1.76,2.656,9.874,40.9,1.73,0.88,13.9,MF,Partial,Unfit
1067.5,1.866,2.611,9.404,48,1.84,1.44,9.4,GK,Partial,Unfit
1546.3,1.819,2.85,10.809,58.3,1.77,1.47,9.3,GK,Completed,Unfit
1277.4,1.782,2.522,9.172,45.2,1.37,1.63,11.5,MF,Completed,Unfit
1636.3,1.891,3.101,9.228,57.6,1.56,1.08,12.2,MF,Completed,Unfit
1269.3,1.879,2.753,9.491,45.6,1.97,1.74,13.1,DF,Not Completed,Unfit
1144.9,1.772,3.113,10.756,50.2,1.64,1.28,13.5,GK,Completed,Unfit
1514.9,1.851,2.944,10.064,54.5,1.69,1.69,14.9,DF,Not Completed,Fit
1182.8,1.799,2.644,9.761,56.6,1.23,1.32,12.7,GK,Not Completed,Unfit
1281.8,1.777,2.916,9.555,48.5,1.46,1.49,12.3,FW,Completed,Unfit
939.2,1.809,2.816,7.668,50.2,1.17,1.44,11.5,MF,Completed,Unfit
903.5,1.779,2.836,8.667,63,1.65,1.66,10,MF,Completed,Unfit
1715.9,1.877,3.081,9.811,57.6,2.1,1.61,12.6,DF,Partial,Fit
1268.4,2.087,2.532,9.377,55.6,1.83,1.43,10.6,FW,Not Completed,Unfit
1191.1,1.752,2.594,10.391,49.9,2.09,1.6,11.9,DF,Partial,Unfit
1357,2.259,2.941,10.819,68,1.31,1.44,11.5,DF,Partial,Unfit
1092.1,1.597,3.185,9.921,53.4,1.75,1.69,11.5,GK,Completed,Unfit
1594.7,1.742,2.598,9.06,64.9,1.81,1.76,10.9,GK,Completed,Fit
1362.8,1.777,3.104,9.273,,2.1,1.21,11.4,FW,Completed,Unfit
,1.775,2.526,10.874,64.7,1.44,1.49,12,DF,Partial,Unfit
1399.7,1.75,3.313,9.912,57.7,1.18,1.42,12.1,FW,Completed,Unfit
1336.5,1.749,2.774,11.203,41.6,2.29,1.18,7.9,DF,Completed,Unfit
1807,1.796,3.252,9.849,65.1,1.71,1.33,12.9,MF,Completed,Unfit
924.2,1.786,3.109,9.961,48.5,1.71,1.27,10.7,FW,Not Completed,Unfit
1344.9,1.633,2.733,9.947,57.3,2.01,1.46,9.6,GK,Not Completed,Fit
1534.7,1.923,2.986,9.63,55.6,1.79,1.16,8.6,DF,Not Completed,Unfit
1081.7,1.906,2.232,9.525,41.8,1.86,2.02,8.1,GK,Partial,Unfit
816.7,2.019,2.514,9.217,45.7,1.19,1.74,13,DF,Partial,Unfit
1632.5,1.97,3.206,8.677,53.6,1.6,1.32,13.4,GK,Completed,Unfit
1453,1.864,2.916,10.081,63.7,2.05,1.1,13.4,DF,Partial,Unfit
806,1.774,2.819,9.656,60.4,1.69,0.99,10.2,FW,Completed,Unfit
884.2,1.686,3.189,9.457,38.5,1.72,1.2,5.9,DF,Not Completed,Unfit
1071.7,1.988,2.916,9.134,59.1,2.19,1.11,14.6,GK,Completed,Unfit
588.1,1.916,2.778,9.282,59.8,2.55,1.78,15.4,FW,Completed,Unfit
1349.2,1.825,2.603,9.546,37.7,1.75,1.72,11.9,GK,Partial,Unfit
1239.4,1.866,2.698,10.191,72.7,2.08,1.76,11.4,MF,Completed,Fit
1316.4,1.99,2.666,9.313,56.4,1.45,1.73,10.7,DF,Not Completed,Fit
1127.6,1.646,2.865,10.016,48.1,1.66,1.34,9.2,FW,Completed,Unfit
1409.4,1.947,2.755,9.751,41.6,2,1.85,9.2,GK,Not Completed,Unfit
1106.8,1.685,2.944,9.002,47.9,1.79,0.98,12,MF,Completed,Unfit
988.1,1.908,2.856,8.546,69.7,1.78,1.49,12.8,GK,Partial,Unfit
,1.848,3.044,9.221,57.1,1.78,1.67,14,GK,Completed,Fit
1402,1.891,2.713,8.922,47,1.66,14.6,13.5,GK,Not Completed,Unfit
1614.6,1.715,3.196,9.417,39,1.49,1.58,10.9,GK,Partial,Unfit
1186.1,1.779,3.304,9.392,70.7,1.44,1.56,8.5,DF,Not Completed,Unfit
1262,1.879,2.515,9.247,59.2,2.06,1.32,11.1,FW,Not Completed,Fit
13930,1.958,2.836,8.31,58.8,2.13,1.51,8.3,MF,Completed,Fit
1120.1,1.676,2.633,9.994,66.6,1.49,1.08,12.5,MF,Not Completed,Unfit
1372.2,1.622,3.006,9.393,58.1,1.64,1.5,10.2,GK,Not Completed,Fit
1415.6,,2.725,9.313,41.9,1.13,1.73,6.9,FW,Partial,Unfit
1561.4,,3.17,10.018,40.7,1.63,1.52,7.7,DF,Completed,Unfit
1322.5,1.864,2.901,9.239,47.6,1.96,1.51,10.9,GK,Completed,Unfit
1705.4,1.531,2.787,9.768,50.6,1.63,1.62,12.3,GK,Not Completed,Fit
1290.4,1.55,2.559,8.864,70,1.74,1.69,8.5,GK,Not Completed,Fit
1246.6,1.881,2.962,9.055,47,1.59,1.3,4,FW,Completed,Unfit
1041.6,1.771,3.049,10.386,719,1.61,1.32,10,MF,Completed,Fit
1270.4,1.685,3.078,10.195,50.4,1.27,1.38,14.8,MF,Not Completed,Unfit
1316.9,2.031,2.902,8.946,51.3,1.5,1.28,11.2,FW,Partial,Unfit
1504.6,1.849,2.844,10.229,67.7,1.87,1.62,10.2,MF,Not Completed,Fit
1515,1.88,,9.958,49.7,1.35,1.65,6.4,DF,Not Completed,Unfit
1076.8,1.814,2.475,9.336,39.5,2.1,1.43,9.7,MF,Not Completed,Unfit
1279.4,2.209,2.931,8.196,47.8,1.84,1.18,9.5,FW,Partial,Unfit
1074.6,1.745,2.87,10.547,62.8,1.77,1.22,10.2,MF,Partial,Unfit
670.3,1.987,2.654,10.093,55.9,1.29,1.3,9.4,FW,Completed,Unfit
1108.6,1.765,2.691,9.349,59.7,1.77,1.32,10.9,GK,Partial,Fit
1338.5,1.848,3.08,9.05,53.9,1.87,1.32,9.5,DF,Completed,Fit
900.1,1.76,2.957,9.862,46.4,1.57,1.44,12.6,DF,Partial,Unfit
1418.2,2.188,3.343,9.482,50.2,1.91,1.52,9.1,FW,Partial,Unfit
1361.8,1.641,,8.482,67.7,1.58,1.06,9.2,DF,Partial,Unfit
1292,1.817,2.673,8.92,59.4,1.53,1.26,13.6,MF,Completed,Fit
1267.1,1.905,3.073,9.979,46.1,1.83,1.26,5.9,MF,Partial,Unfit
1423.1,1.716,2.756,8.784,49.1,0.8,1.16,6.4,FW,Not Completed,Unfit
1064.4,1.861,2.927,9.693,40.5,2.21,1.55,17.4,DF,Partial,Unfit
1058.8,1.728,2.899,8.296,46.5,1.85,1.92,9.1,MF,Partial,Unfit
987.6,1.712,2.874,10.565,46.6,1.65,0.84,9.9,GK,Completed,Unfit
1211.7,2.13,2.993,9.824,49.2,1.49,1.35,8.7,MF,Partial,Unfit
1451.8,1.977,2.366,8.282,51.8,1.69,1.53,10.2,GK,Completed,Fit
1575.6,1.788,2.952,8.712,58.1,1.77,1.45,6.5,DF,Completed,Fit
1423.7,1.938,2.376,8.734,40.8,1.85,1.32,14.5,DF,Completed,Unfit
1107.6,1.619,2.581,9.461,57.2,1.24,1.07,13.3,MF,Partial,Unfit
1548.3,1.987,3.023,9.788,55.5,1.81,1.19,4.9,MF,Not Completed,Unfit
849.3,1.906,2.528,8.507,79,1.93,1.21,11.4,MF,Completed,Unfit
1374.5,2.114,2.699,8.418,60.7,1.49,1.79,14.6,MF,Completed,Unfit
1336.1,2.052,2.913,9.263,55.5,1.31,0.95,5.3,GK,Completed,Unfit
966.6,1.731,2.941,8.938,34.9,1.82,1.5,10.5,FW,Not Completed,Unfit
1483.2,1.98,3.66,9.9,53.3,1.51,1.3,11.3,FW,Completed,Unfit
1690.8,1.716,3.194,9.234,52.8,1.69,1.42,8,FW,Completed,Unfit
1110.6,1.795,2.65,9.773,62,1.67,1.29,11.5,MF,Not Completed,Fit
990.3,2.03,3.051,,50.1,1.83,1.14,11.9,GK,Completed,Unfit
1634.9,1.82,2.841,10.078,49.9,1.84,1.1,17.1,GK,Completed,Unfit
1500.4,1.966,2.994,9.971,53.6,1.34,1.95,6.7,FW,Completed,Fit
1194.1,1.999,2.945,10.995,66,1.53,1.38,8.1,MF,Partial,Unfit
1080.5,1.621,2.923,9.099,44.1,1.79,0.87,9.7,FW,Not Completed,Unfit
1584.1,1.599,3.095,9.848,46.3,1.86,1.65,10.5,DF,Partial,Unfit
1009.3,1.824,3.063,10.252,48.9,1.59,1.56,4.7,MF,Completed,Unfit
1653,,2.982,9.508,73.4,1.25,1.53,7.2,FW,Not Completed,Unfit
1056.1,2.056,2.888,8.889,61.8,1.96,1.68,13.6,DF,Completed,Unfit
1670.4,1.846,2.641,9.545,53.2,1.64,1.39,9.9,FW,Not Completed,Fit
1372.5,1.52,3.171,9.643,55.9,1.25,1.66,13.4,MF,Not Completed,Unfit
1205,,3.461,9.622,57.5,1.09,1.48,5.8,GK,Not Completed,Unfit
1391.9,1.876,2.924,9.403,66,1.41,1.93,7.2,MF,Partial,Fit
1501.6,1.697,2.645,8.584,46.2,1.65,1.33,12.4,GK,Partial,Unfit
1910.3,1.868,2.658,9.415,48.5,1.31,1.13,7,DF,Not Completed,Unfit
1369.7,1.944,2.56,9.102,44.1,1.63,1.31,5.7,MF,Not Completed,Unfit
882,1.4,3,10.014,43.5,1.49,1.55,6.6,FW,Completed,Unfit
1093.3,1.9,3.025,,64.1,1.33,1.04,11.7,GK,Not Completed,Unfit
1238.9,1.828,2.83,9.372,44.7,1.48,1.62,11.4,GK,Completed,Unfit
1322.8,1.905,2.894,10.621,52.3,1.23,1.65,8,DF,Not Completed,Unfit
1428.9,1.838,2.566,8.973,54.7,2.15,1.39,12.1,DF,Completed,Fit
1405,1.983,2.668,9.926,61.7,1.98,1.28,6.2,FW,Completed,Fit
1315.1,2.051,3.214,9.621,55.9,1.76,1.91,5.4,DF,Completed,Unfit
1832.7,1.749,2.2,10.027,59.2,2.19,1.7,9,FW,Partial,Fit
822,2.041,2.67,8.767,61.2,1.88,1.43,5.5,FW,Not Completed,Unfit
1115.8,1.517,3.115,8.879,46.5,1.51,1.64,14.9,MF,Not Completed,Unfit
644.1,1.821,3.053,9.652,52.8,1.52,1.33,7.2,GK,Completed,Unfit
1562.3,1.983,3.799,8.148,70.7,1.74,1.32,10.4,MF,Completed,Unfit
1743,1.722,3.278,9.529,66.5,1.9,1.16,12.8,GK,Not Completed,Unfit
1412,1.829,2.883,9.378,57.5,1.53,1.2,9.5,GK,Completed,Fit
1398.6,1.917,2.868,9.893,54.1,1.55,1.79,7.5,GK,Not Completed,Fit
1342.2,1.852,3.117,10.844,46.8,2.09,1.39,10,GK,Partial,Unfit
1230.9,1.66,2.54,9.121,51,1.76,1.55,7.4,GK,Completed,Fit
1397.6,1.997,2.621,11.099,50.5,1.46,1.25,6,GK,Completed,Unfit
1046.5,2.042,2.583,9.544,56.8,1.47,1.5,9.6,FW,Not Completed,Unfit
1528.4,2.003,2.696,10.037,44.7,1.89,1.4,12.6,FW,Completed,Unfit
1507.6,1.975,2.851,10.825,,1.73,1.03,15.4,FW,Completed,Unfit
802.3,1.937,3.062,9.302,45.9,1.85,1.21,6.5,MF,Not Completed,Unfit
1328,1.692,2.985,10.048,42.9,2.06,1.12,8.4,GK,Not Completed,Unfit
552.2,1.86,2.578,9.706,41.3,2.24,1.24,8.8,DF,Completed,Unfit
1402.5,1.552,2.798,9.221,32.2,1.62,1.53,4,FW,Completed,Unfit
1086.2,1.84,3.289,10.66,41.7,1.8,1.95,15.2,FW,Completed,Unfit
1261.9,2.001,2.839,10.349,46.8,1.93,1.36,10,MF,Partial,Unfit
1310.4,1.853,2.875,8.76,50.3,2.13,1.51,9.6,FW,Partial,Fit
1244.8,1.609,2.995,8.843,54,1.91,1.12,10.4,FW,Partial,Unfit
928,1.707,3.318,9.788,46,0.95,1.22,7.8,DF,Not Completed,Unfit
1326.8,1.915,3.035,9.233,51.6,1.99,1.16,11.1,MF,Partial,Unfit
1128.1,1.888,2.909,9.857,43.2,2.05,1.3,12.3,GK,Not Completed,Unfit
1460.7,1.91,2.465,8.174,54.6,2.32,1.18,14.8,GK,Completed,Unfit
1406.7,1.993,2.444,8.019,44.1,1.99,1.52,5.2,MF,Not Completed,Unfit
1343.4,1.937,3.037,10.733,48.5,0.98,1.09,7.5,GK,Partial,Unfit
1139.5,1.998,3.225,9.729,68.2,1.77,1.02,9.2,DF,Partial,Unfit
1030.6,2.059,2.415,9.911,58.2,1.62,1.26,11.1,MF,Partial,Unfit
1470.1,1.939,3.078,9.137,59.1,1.13,1.25,7.9,MF,Not Completed,Unfit
1198.1,1.626,3.12,9.502,66.2,1.16,1.48,9.8,GK,Completed,Unfit
1189,1.863,2.942,9.512,59.6,1.64,1.66,9.7,FW,Completed,Fit
1568.5,1.803,2.521,9.512,62.6,1.36,1.77,9.7,GK,Partial,Fit
1280.4,1.807,3.169,9.12,51.4,2.23,1.4,10.3,DF,Completed,Unfit
,1.766,2.984,9.566,46.8,2.02,1.21,10.1,MF,Not Completed,Unfit
1198.7,1.938,,8.958,53.2,1.84,1.42,8.9,DF,Partial,Fit
14676,1.757,2.545,9.742,48,1.13,1.42,12.3,GK,Completed,Unfit
1335,1.897,2.491,9.258,51.8,1.58,1.52,4.3,FW,Completed,Fit
1343.9,2.062,2.975,9.917,57.5,1.87,1.38,9.2,FW,Partial,Unfit
1349.4,2.015,2.419,9.659,54.6,1.51,1.58,11.6,MF,Completed,Unfit
984.8,1.807,2.669,10.413,68.7,1.92,1.57,8.3,GK,Partial,Unfit
1346.5,1.841,2.492,9.554,64.3,1.7,1.7,11,DF,Completed,Fit
1016.4,2.006,3.577,9.637,61.6,1.8,1.37,7.8,DF,Completed,Unfit
1365.5,1.731,2.611,9.224,65.9,1.15,1.56,10.6,MF,Not Completed,Unfit
1483.6,1.969,2.74,10.403,54.2,1.97,1.81,9.5,GK,Partial,Fit
1026,1.839,2.648,9.884,50.3,1.53,1.8,13,GK,Partial,Fit
1397,1.858,2.656,10.116,39,2.26,1.43,16.2,FW,Completed,Unfit
1546.3,1.956,2.841,9.946,54.6,1.35,1.46,11.5,FW,Completed,Fit
1379.1,2.14,2.889,8.69,70.1,2.27,1.02,11.2,DF,Partial,Unfit
732.2,1.667,2.914,9.802,54.3,1.57,1.3,4,DF,Completed,Unfit
1183.6,1.757,2.672,10.96,69.2,1.75,1.69,11.5,FW,Completed,Unfit
1805.4,1.865,,9.347,60,1.73,1.31,10.5,GK,Completed,Fit
1760.4,1.797,3.015,9.215,62.3,1.14,1.48,12.3,DF,Partial,Unfit
1218.5,2.045,3.093,9.811,48.2,2.08,1.27,10.4,GK,Partial,Unfit
1309.2,1.684,2.897,8.731,46.9,1.76,1.21,10.2,DF,Not Completed,Unfit
1694.7,1.679,2.748,9.763,40.8,1.49,1.27,8.8,MF,Completed,Unfit
1194.3,1.81,2.991,9.486,66,1.65,1.34,4,DF,Not Completed,Fit
1335.9,1.899,2.765,9.593,76.2,1.71,1.47,6,DF,Completed,Fit
1344.5,1.782,3.365,9.616,55.2,1.61,1.12,13.4,GK,Partial,Unfit
1005.5,2.027,3.526,10.063,57.3,1.31,1.21,12.8,MF,Completed,Unfit
1734.8,1.612,2.734,9.027,51.2,1.66,1.43,11.5,MF,Partial,Fit
1432.6,1.672,2.799,9.421,67.1,2.08,1.51,9.8,FW,Completed,Fit
1928.9,1.865,3.282,10.416,59.3,1.61,1.41,13.6,FW,Partial,Unfit
1239.6,2.005,2.983,10.6,59.1,1.44,1.05,8.8,GK,Completed,Unfit
1420.9,1.847,2.776,9.058,51.7,2.01,1.29,10.5,FW,Not Completed,Fit
1718.1,1.85,2.813,9.496,69.9,1.86,1.25,6.3,DF,Partial,Fit
1117.8,1.914,2.716,10.193,50.6,1.1,1.17,11.9,GK,Completed,Unfit
1578.8,1.932,2.526,10.358,60.7,1.9,1.48,12.5,DF,Not Completed,Fit
1448.3,2.32,3.353,10.259,54.7,1.83,1.78,7.6,GK,Not Completed,Unfit
1687.6,1.968,2.805,8.381,52.3,1.7,1.52,16.5,GK,Completed,Unfit
1114.1,1.899,2.698,10.835,39.3,2.16,1.43,14.2,MF,Partial,Unfit
1268.9,1.738,3.175,9.748,72.9,1.07,1.46,9.4,FW,Partial,Unfit
1366.1,1.742,2.87,10.145,53.9,1.61,1.51,9.8,MF,Not Completed,Fit
1112.9,1.937,2.827,9.565,41.9,1.54,1.58,12.9,GK,Completed,Unfit
1130.1,2.062,2.832,9.379,41.1,1.26,1.3,10.6,FW,Not Completed,Unfit
15943,1.91,2.647,9.982,47.5,1.53,1.4,8.3,GK,Completed,Unfit
1621,1.605,2.458,9.692,46.4,1.24,1.38,5.4,FW,Partial,Unfit
